103 2 BEM3DSurface
sparse
7 77 1.3998802973554225e-02 -1.6213932471980896e-02
7 78 2.0121742905032287e-02 3.6325118295980105e-02
7 79 8.4239499781984858e-03 -1.5643293728928073e-02
7 80 1.2202713562371254e-02 2.0145650904331517e-02
7 81 7.5702662899655862e-03 -1.4233199073685268e-02
7 82 7.5242950750559106e-03 -1.4145309720897642e-02
7 83 7.4578349893206436e-03 -1.4009182636426715e-02
7 84 8.2225492574790754e-03 -1.5307751388694436e-02
7 85 1.1827154323980498e-02 -2.0664149434380531e-02
7 86 1.7741950038686088e-02 -1.6608761024681708e-02
7 87 1.2984939196209102e-02 -5.6624237678869066e-03
7 88 1.4799212479123474e-02 1.0516087570412481e-02
7 89 4.2820966557027352e-03 -7.8625543481189719e-03
7 90 8.1923491136530156e-03 -1.2438085846412855e-02
7 91 1.1067270876559489e-02 -2.9474723433887489e-03
7 92 9.5998734167230277e-03 -1.7360497225280269e-02
7 93 6.8516537733333280e-03 9.9498856891182264e-03
7 94 1.1067270876559489e-02 -2.9474723433887498e-03
7 95 1.5411359335837692e-02 2.8363565973104344e-02
7 96 7.7125415035717874e-03 -3.1484779894791213e-03
7 97 1.8098468309060239e-02 -1.6287270632498158e-02
7 98 1.3852050698807168e-02 -7.1476354466557153e-03
7 99 8.1923491136530174e-03 -1.2438085846412855e-02
7 100 1.3043072401165196e-02 -2.2655729539959837e-02
7 101 9.8046610835134228e-03 -1.7845661524538918e-02
7 102 4.2820966557027352e-03 -7.8625543481189719e-03
7 46 8.2877148652063509e-03 -1.5424325385930400e-02
73 0 1.2419770592190829e-02 -1.6157046437444615e-03
73 1 1.5196882797884195e-02 1.7376200223722969e-02
73 2 1.9204869551350413e-02 -1.7046529777953796e-02
73 4 1.9356592491393727e-02 -1.7617490103536929e-02
73 5 1.0968478553070891e-02 -1.6246010351438096e-02
73 6 2.0283597592710940e-02 2.6337734738239284e-02
73 7 1.2202713562371256e-02 2.0145650904331524e-02
73 8 6.8516537733333297e-03 9.9498856891182264e-03
73 9 2.3713409236381506e-02 2.1022885805046680e-02
73 10 2.1430440206566294e-02 3.9161085312832140e-02
73 11 2.0271425565786639e-02 3.6575588654200873e-02
73 12 1.6047890169858827e-02 1.4123592771580807e-02
73 13 1.8628407360144660e-02 -1.6574717665250139e-02
73 14 1.7637454297460584e-02 -1.6161557717235396e-02
73 15 9.2743276637327083e-03 -1.7054795491420853e-02
73 16 1.7709831476564866e-02 -1.6623681312129431e-02
73 17 1.9332132245529963e-02 -1.7630329694879793e-02
73 18 1.7243919278406333e-02 1.4395333411557026e-02
73 19 1.1886401035482120e-02 -1.8594527594595243e-03
73 20 1.8346070617580541e-02 2.0225254004145897e-02
73 21 2.0156915524431846e-02 -1.7616531340340233e-02
73 22 2.1265244399807804e-02 1.5856340765248830e-02
73 23 1.2888745347573992e-02 -1.5756914859158359e-02
73 24 1.1487549526546655e-02 -6.7896868633930164e-03
73 25 7.5260598332198914e-03 -1.4110395084571944e-02
73 26 7.5560001745444876e-03 -1.4213780320918766e-02
73 27 1.1187779277272991e-02 -1.6469708579643146e-02
73 28 1.5103515562444434e-02 1.6739142922916440e-02
73 29 1.6399772966719125e-02 3.0701684017694388e-02
73 30 1.5496475964230668e-02 2.8512775321621501e-02
73 3 1.2229901212119089e-02 -1.7319376757089621e-03
73 32 1.1361385951885924e-02 -1.3771361823709286e-02
73 33 1.0353740118554661e-02 -1.8479015394421254e-02
73 34 4.6109101202854233e-03 -8.4187453759717035e-03
73 35 1.1361385951885926e-02 -1.3771361823709282e-02
73 36 9.8223379936546781e-03 -1.7647868908672464e-02
73 37 2.3928890017333396e-02 2.1996674813505077e-02
73 38 1.8580308103156386e-02 2.0705450201434588e-02
73 39 2.1083330237975664e-02 3.8605565964756221e-02
73 40 7.7125415035717865e-03 -3.1484779894791226e-03
73 41 1.6558012823880443e-02 3.0961682898493343e-02
73 42 1.8321800351036210e-02 2.0475266911273663e-02
73 43 1.5163994488161881e-02 1.5771674627830148e-02
73 44 1.5903972151288893e-02 2.9154668943928111e-02
73 45 9.4570775492525527e-03 -1.7131753564110300e-02
73 31 4.6109101202854233e-03 -8.4187453759717052e-03
73 47 1.3569585368712469e-02 -1.6163001211987001e-02
73 48 2.0416754422906146e-02 2.6596715180798730e-02
73 49 1.5801809913679632e-02 -7.5985065555890735e-03
73 50 7.4904104538867046e-03 -1.4048776150989130e-02
73 51 9.4706121284873386e-03 -1.7301369013623384e-02
73 52 1.1089828621096918e-02 -1.6332640991878269e-02
73 53 1.7223009350446530e-02 1.4347114427944400e-02
73 54 1.5609407929694334e-02 1.7774053681100931e-02
73 55 1.4809657685629677e-02 1.6690819408993307e-02
73 56 1.6340902803469198e-02 1.4280000379706155e-02
73 57 1.5955347679720240e-02 2.9252354141394789e-02
73 58 1.5188157707223449e-02 1.5880138790978993e-02
73 59 1.5294339481111384e-02 1.7166685155882822e-02
73 60 2.1239323930148254e-02 1.6560780023030162e-02
73 61 1.3408863640001113e-02 -1.5806271966218446e-02
73 62 1.1954588707518162e-02 -6.9315188213425723e-03
73 63 1.4681936773015904e-02 2.7402618144779550e-02
73 64 1.5085047262682403e-02 1.6731226198601165e-02
73 65 7.4578349893206436e-03 -1.4009182636426710e-02
73 66 1.2118982561783873e-02 -2.0112884093571471e-03
73 67 2.0517823326107139e-02 -1.7365787902324740e-02
73 68 1.1108419720417140e-02 -1.6444075279246684e-02
73 69 1.5476945559677458e-02 -7.6822404793934441e-03
73 70 9.2743276638234725e-03 -1.7054795491594634e-02
73 71 1.8227538148492938e-02 2.0266224426584246e-02
73 72 1.9524887203203549e-02 -1.6791790532164553e-02
73 73 1.4944180053558222e-02 1.0681485548296383e-02
73 74 1.9858550616424400e-02 -1.7415537704229263e-02
73 75 7.4939538337435319e-03 -1.4084516519839999e-02
73 76 8.6119073770714611e-03 -1.5922928195118802e-02
73 77 1.3998802973554225e-02 -1.6213932471980896e-02
73 78 2.0121742905032287e-02 3.6325118295980105e-02
73 79 8.4239499781984858e-03 -1.5643293728928073e-02
73 80 1.2202713562371254e-02 2.0145650904331517e-02
73 81 7.5702662899655862e-03 -1.4233199073685268e-02
73 82 7.5242950750559106e-03 -1.4145309720897642e-02
73 83 7.4578349893206436e-03 -1.4009182636426715e-02
73 84 8.2225492574790754e-03 -1.5307751388694436e-02
73 85 1.1827154323980498e-02 -2.0664149434380531e-02
73 86 1.7741950038686088e-02 -1.6608761024681708e-02
73 87 1.2984939196209102e-02 -5.6624237678869066e-03
73 88 1.4799212479123474e-02 1.0516087570412481e-02
73 89 4.2820966557027352e-03 -7.8625543481189719e-03
73 90 8.1923491136530156e-03 -1.2438085846412855e-02
73 91 1.1067270876559489e-02 -2.9474723433887489e-03
73 92 9.5998734167230277e-03 -1.7360497225280269e-02
73 93 6.8516537733333280e-03 9.9498856891182264e-03
73 94 1.1067270876559489e-02 -2.9474723433887498e-03
73 95 1.5411359335837692e-02 2.8363565973104344e-02
73 96 7.7125415035717874e-03 -3.1484779894791213e-03
73 97 1.8098468309060239e-02 -1.6287270632498158e-02
73 98 1.3852050698807168e-02 -7.1476354466557153e-03
73 99 8.1923491136530174e-03 -1.2438085846412855e-02
73 100 1.3043072401165196e-02 -2.2655729539959837e-02
73 101 9.8046610835134228e-03 -1.7845661524538918e-02
73 102 4.2820966557027352e-03 -7.8625543481189719e-03
73 46 8.2877148652063509e-03 -1.5424325385930400e-02
29 0 1.2419770592190829e-02 -1.6157046437444615e-03
29 1 1.5196882797884195e-02 1.7376200223722969e-02
29 2 1.9204869551350413e-02 -1.7046529777953796e-02
29 4 1.9356592491393727e-02 -1.7617490103536929e-02
29 5 1.0968478553070891e-02 -1.6246010351438096e-02
29 6 2.0283597592710940e-02 2.6337734738239284e-02
29 7 1.2202713562371256e-02 2.0145650904331524e-02
29 8 6.8516537733333297e-03 9.9498856891182264e-03
29 9 2.3713409236381506e-02 2.1022885805046680e-02
29 10 2.1430440206566294e-02 3.9161085312832140e-02
29 11 2.0271425565786639e-02 3.6575588654200873e-02
29 12 1.6047890169858827e-02 1.4123592771580807e-02
29 13 1.8628407360144660e-02 -1.6574717665250139e-02
29 14 1.7637454297460584e-02 -1.6161557717235396e-02
29 15 9.2743276637327083e-03 -1.7054795491420853e-02
29 16 1.7709831476564866e-02 -1.6623681312129431e-02
29 17 1.9332132245529963e-02 -1.7630329694879793e-02
29 18 1.7243919278406333e-02 1.4395333411557026e-02
29 19 1.1886401035482120e-02 -1.8594527594595243e-03
29 20 1.8346070617580541e-02 2.0225254004145897e-02
29 21 2.0156915524431846e-02 -1.7616531340340233e-02
29 22 2.1265244399807804e-02 1.5856340765248830e-02
29 23 1.2888745347573992e-02 -1.5756914859158359e-02
29 24 1.1487549526546655e-02 -6.7896868633930164e-03
29 25 7.5260598332198914e-03 -1.4110395084571944e-02
29 26 7.5560001745444876e-03 -1.4213780320918766e-02
29 27 1.1187779277272991e-02 -1.6469708579643146e-02
29 28 1.5103515562444434e-02 1.6739142922916440e-02
29 29 1.6399772966719125e-02 3.0701684017694388e-02
29 30 1.5496475964230668e-02 2.8512775321621501e-02
29 3 1.2229901212119089e-02 -1.7319376757089621e-03
29 32 1.1361385951885924e-02 -1.3771361823709286e-02
29 33 1.0353740118554661e-02 -1.8479015394421254e-02
29 34 4.6109101202854233e-03 -8.4187453759717035e-03
29 35 1.1361385951885926e-02 -1.3771361823709282e-02
29 36 9.8223379936546781e-03 -1.7647868908672464e-02
29 37 2.3928890017333396e-02 2.1996674813505077e-02
29 38 1.8580308103156386e-02 2.0705450201434588e-02
29 39 2.1083330237975664e-02 3.8605565964756221e-02
29 40 7.7125415035717865e-03 -3.1484779894791226e-03
29 41 1.6558012823880443e-02 3.0961682898493343e-02
29 42 1.8321800351036210e-02 2.0475266911273663e-02
29 43 1.5163994488161881e-02 1.5771674627830148e-02
29 44 1.5903972151288893e-02 2.9154668943928111e-02
29 45 9.4570775492525527e-03 -1.7131753564110300e-02
29 31 4.6109101202854233e-03 -8.4187453759717052e-03
29 47 1.3569585368712469e-02 -1.6163001211987001e-02
29 48 2.0416754422906146e-02 2.6596715180798730e-02
29 49 1.5801809913679632e-02 -7.5985065555890735e-03
29 50 7.4904104538867046e-03 -1.4048776150989130e-02
29 51 9.4706121284873386e-03 -1.7301369013623384e-02
29 52 1.1089828621096918e-02 -1.6332640991878269e-02
29 53 1.7223009350446530e-02 1.4347114427944400e-02
29 54 1.5609407929694334e-02 1.7774053681100931e-02
29 55 1.4809657685629677e-02 1.6690819408993307e-02
29 56 1.6340902803469198e-02 1.4280000379706155e-02
29 57 1.5955347679720240e-02 2.9252354141394789e-02
29 58 1.5188157707223449e-02 1.5880138790978993e-02
29 59 1.5294339481111384e-02 1.7166685155882822e-02
29 60 2.1239323930148254e-02 1.6560780023030162e-02
29 61 1.3408863640001113e-02 -1.5806271966218446e-02
29 62 1.1954588707518162e-02 -6.9315188213425723e-03
29 63 1.4681936773015904e-02 2.7402618144779550e-02
29 64 1.5085047262682403e-02 1.6731226198601165e-02
29 65 7.4578349893206436e-03 -1.4009182636426710e-02
29 66 1.2118982561783873e-02 -2.0112884093571471e-03
29 67 2.0517823326107139e-02 -1.7365787902324740e-02
29 68 1.1108419720417140e-02 -1.6444075279246684e-02
29 69 1.5476945559677458e-02 -7.6822404793934441e-03
29 70 9.2743276638234725e-03 -1.7054795491594634e-02
29 71 1.8227538148492938e-02 2.0266224426584246e-02
29 72 1.9524887203203549e-02 -1.6791790532164553e-02
29 73 1.4944180053558222e-02 1.0681485548296383e-02
29 74 1.9858550616424400e-02 -1.7415537704229263e-02
29 75 7.4939538337435319e-03 -1.4084516519839999e-02
29 76 8.6119073770714611e-03 -1.5922928195118802e-02
29 77 1.3998802973554225e-02 -1.6213932471980896e-02
29 78 2.0121742905032287e-02 3.6325118295980105e-02
29 79 8.4239499781984858e-03 -1.5643293728928073e-02
29 80 1.2202713562371254e-02 2.0145650904331517e-02
29 81 7.5702662899655862e-03 -1.4233199073685268e-02
29 82 7.5242950750559106e-03 -1.4145309720897642e-02
29 83 7.4578349893206436e-03 -1.4009182636426715e-02
29 84 8.2225492574790754e-03 -1.5307751388694436e-02
29 85 1.1827154323980498e-02 -2.0664149434380531e-02
29 86 1.7741950038686088e-02 -1.6608761024681708e-02
29 87 1.2984939196209102e-02 -5.6624237678869066e-03
29 88 1.4799212479123474e-02 1.0516087570412481e-02
29 89 4.2820966557027352e-03 -7.8625543481189719e-03
29 90 8.1923491136530156e-03 -1.2438085846412855e-02
29 91 1.1067270876559489e-02 -2.9474723433887489e-03
29 92 9.5998734167230277e-03 -1.7360497225280269e-02
29 93 6.8516537733333280e-03 9.9498856891182264e-03
29 94 1.1067270876559489e-02 -2.9474723433887498e-03
29 95 1.5411359335837692e-02 2.8363565973104344e-02
29 96 7.7125415035717874e-03 -3.1484779894791213e-03
29 97 1.8098468309060239e-02 -1.6287270632498158e-02
29 98 1.3852050698807168e-02 -7.1476354466557153e-03
29 99 8.1923491136530174e-03 -1.2438085846412855e-02
29 100 1.3043072401165196e-02 -2.2655729539959837e-02
29 101 9.8046610835134228e-03 -1.7845661524538918e-02
29 102 4.2820966557027352e-03 -7.8625543481189719e-03
29 46 8.2877148652063509e-03 -1.5424325385930400e-02
30 0 1.2419770592190829e-02 -1.6157046437444615e-03
30 1 1.5196882797884195e-02 1.7376200223722969e-02
30 2 1.9204869551350413e-02 -1.7046529777953796e-02
30 4 1.9356592491393727e-02 -1.7617490103536929e-02
30 5 1.0968478553070891e-02 -1.6246010351438096e-02
30 6 2.0283597592710940e-02 2.6337734738239284e-02
30 7 1.2202713562371256e-02 2.0145650904331524e-02
30 8 6.8516537733333297e-03 9.9498856891182264e-03
30 9 2.3713409236381506e-02 2.1022885805046680e-02
30 10 2.1430440206566294e-02 3.9161085312832140e-02
30 11 2.0271425565786639e-02 3.6575588654200873e-02
30 12 1.6047890169858827e-02 1.4123592771580807e-02
30 13 1.8628407360144660e-02 -1.6574717665250139e-02
30 14 1.7637454297460584e-02 -1.6161557717235396e-02
30 15 9.2743276637327083e-03 -1.7054795491420853e-02
30 16 1.7709831476564866e-02 -1.6623681312129431e-02
30 17 1.9332132245529963e-02 -1.7630329694879793e-02
30 18 1.7243919278406333e-02 1.4395333411557026e-02
30 19 1.1886401035482120e-02 -1.8594527594595243e-03
30 20 1.8346070617580541e-02 2.0225254004145897e-02
30 21 2.0156915524431846e-02 -1.7616531340340233e-02
30 22 2.1265244399807804e-02 1.5856340765248830e-02
30 23 1.2888745347573992e-02 -1.5756914859158359e-02
30 24 1.1487549526546655e-02 -6.7896868633930164e-03
30 25 7.5260598332198914e-03 -1.4110395084571944e-02
30 26 7.5560001745444876e-03 -1.4213780320918766e-02
30 27 1.1187779277272991e-02 -1.6469708579643146e-02
30 28 1.5103515562444434e-02 1.6739142922916440e-02
30 29 1.6399772966719125e-02 3.0701684017694388e-02
30 30 1.5496475964230668e-02 2.8512775321621501e-02
30 3 1.2229901212119089e-02 -1.7319376757089621e-03
30 32 1.1361385951885924e-02 -1.3771361823709286e-02
30 33 1.0353740118554661e-02 -1.8479015394421254e-02
30 34 4.6109101202854233e-03 -8.4187453759717035e-03
30 35 1.1361385951885926e-02 -1.3771361823709282e-02
30 36 9.8223379936546781e-03 -1.7647868908672464e-02
30 37 2.3928890017333396e-02 2.1996674813505077e-02
30 38 1.8580308103156386e-02 2.0705450201434588e-02
30 39 2.1083330237975664e-02 3.8605565964756221e-02
30 40 7.7125415035717865e-03 -3.1484779894791226e-03
30 41 1.6558012823880443e-02 3.0961682898493343e-02
30 42 1.8321800351036210e-02 2.0475266911273663e-02
30 43 1.5163994488161881e-02 1.5771674627830148e-02
30 44 1.5903972151288893e-02 2.9154668943928111e-02
30 45 9.4570775492525527e-03 -1.7131753564110300e-02
30 31 4.6109101202854233e-03 -8.4187453759717052e-03
30 47 1.3569585368712469e-02 -1.6163001211987001e-02
30 48 2.0416754422906146e-02 2.6596715180798730e-02
30 49 1.5801809913679632e-02 -7.5985065555890735e-03
30 50 7.4904104538867046e-03 -1.4048776150989130e-02
30 51 9.4706121284873386e-03 -1.7301369013623384e-02
30 52 1.1089828621096918e-02 -1.6332640991878269e-02
30 53 1.7223009350446530e-02 1.4347114427944400e-02
30 54 1.5609407929694334e-02 1.7774053681100931e-02
30 55 1.4809657685629677e-02 1.6690819408993307e-02
30 56 1.6340902803469198e-02 1.4280000379706155e-02
30 57 1.5955347679720240e-02 2.9252354141394789e-02
30 58 1.5188157707223449e-02 1.5880138790978993e-02
30 59 1.5294339481111384e-02 1.7166685155882822e-02
30 60 2.1239323930148254e-02 1.6560780023030162e-02
30 61 1.3408863640001113e-02 -1.5806271966218446e-02
30 62 1.1954588707518162e-02 -6.9315188213425723e-03
30 63 1.4681936773015904e-02 2.7402618144779550e-02
30 64 1.5085047262682403e-02 1.6731226198601165e-02
30 65 7.4578349893206436e-03 -1.4009182636426710e-02
30 66 1.2118982561783873e-02 -2.0112884093571471e-03
30 67 2.0517823326107139e-02 -1.7365787902324740e-02
30 68 1.1108419720417140e-02 -1.6444075279246684e-02
30 69 1.5476945559677458e-02 -7.6822404793934441e-03
30 70 9.2743276638234725e-03 -1.7054795491594634e-02
30 71 1.8227538148492938e-02 2.0266224426584246e-02
30 72 1.9524887203203549e-02 -1.6791790532164553e-02
30 73 1.4944180053558222e-02 1.0681485548296383e-02
30 74 1.9858550616424400e-02 -1.7415537704229263e-02
30 75 7.4939538337435319e-03 -1.4084516519839999e-02
30 76 8.6119073770714611e-03 -1.5922928195118802e-02
30 77 1.3998802973554225e-02 -1.6213932471980896e-02
30 78 2.0121742905032287e-02 3.6325118295980105e-02
30 79 8.4239499781984858e-03 -1.5643293728928073e-02
30 80 1.2202713562371254e-02 2.0145650904331517e-02
30 81 7.5702662899655862e-03 -1.4233199073685268e-02
30 82 7.5242950750559106e-03 -1.4145309720897642e-02
30 83 7.4578349893206436e-03 -1.4009182636426715e-02
30 84 8.2225492574790754e-03 -1.5307751388694436e-02
30 85 1.1827154323980498e-02 -2.0664149434380531e-02
30 86 1.7741950038686088e-02 -1.6608761024681708e-02
30 87 1.2984939196209102e-02 -5.6624237678869066e-03
30 88 1.4799212479123474e-02 1.0516087570412481e-02
30 89 4.2820966557027352e-03 -7.8625543481189719e-03
30 90 8.1923491136530156e-03 -1.2438085846412855e-02
30 91 1.1067270876559489e-02 -2.9474723433887489e-03
30 92 9.5998734167230277e-03 -1.7360497225280269e-02
30 93 6.8516537733333280e-03 9.9498856891182264e-03
30 94 1.1067270876559489e-02 -2.9474723433887498e-03
30 95 1.5411359335837692e-02 2.8363565973104344e-02
30 96 7.7125415035717874e-03 -3.1484779894791213e-03
30 97 1.8098468309060239e-02 -1.6287270632498158e-02
30 98 1.3852050698807168e-02 -7.1476354466557153e-03
30 99 8.1923491136530174e-03 -1.2438085846412855e-02
30 100 1.3043072401165196e-02 -2.2655729539959837e-02
30 101 9.8046610835134228e-03 -1.7845661524538918e-02
30 102 4.2820966557027352e-03 -7.8625543481189719e-03
30 46 8.2877148652063509e-03 -1.5424325385930400e-02
1 0 1.2419770592190829e-02 -1.6157046437444615e-03
1 1 1.5196882797884195e-02 1.7376200223722969e-02
1 2 1.9204869551350413e-02 -1.7046529777953796e-02
1 4 1.9356592491393727e-02 -1.7617490103536929e-02
1 5 1.0968478553070891e-02 -1.6246010351438096e-02
1 6 2.0283597592710940e-02 2.6337734738239284e-02
1 7 1.2202713562371256e-02 2.0145650904331524e-02
1 8 6.8516537733333297e-03 9.9498856891182264e-03
1 9 2.3713409236381506e-02 2.1022885805046680e-02
1 10 2.1430440206566294e-02 3.9161085312832140e-02
1 11 2.0271425565786639e-02 3.6575588654200873e-02
1 12 1.6047890169858827e-02 1.4123592771580807e-02
1 13 1.8628407360144660e-02 -1.6574717665250139e-02
1 14 1.7637454297460584e-02 -1.6161557717235396e-02
1 15 9.2743276637327083e-03 -1.7054795491420853e-02
1 16 1.7709831476564866e-02 -1.6623681312129431e-02
1 17 1.9332132245529963e-02 -1.7630329694879793e-02
1 18 1.7243919278406333e-02 1.4395333411557026e-02
1 19 1.1886401035482120e-02 -1.8594527594595243e-03
1 20 1.8346070617580541e-02 2.0225254004145897e-02
1 21 2.0156915524431846e-02 -1.7616531340340233e-02
1 22 2.1265244399807804e-02 1.5856340765248830e-02
1 23 1.2888745347573992e-02 -1.5756914859158359e-02
1 24 1.1487549526546655e-02 -6.7896868633930164e-03
1 25 7.5260598332198914e-03 -1.4110395084571944e-02
1 26 7.5560001745444876e-03 -1.4213780320918766e-02
1 27 1.1187779277272991e-02 -1.6469708579643146e-02
1 28 1.5103515562444434e-02 1.6739142922916440e-02
1 29 1.6399772966719125e-02 3.0701684017694388e-02
1 30 1.5496475964230668e-02 2.8512775321621501e-02
1 3 1.2229901212119089e-02 -1.7319376757089621e-03
1 32 1.1361385951885924e-02 -1.3771361823709286e-02
1 33 1.0353740118554661e-02 -1.8479015394421254e-02
1 34 4.6109101202854233e-03 -8.4187453759717035e-03
1 35 1.1361385951885926e-02 -1.3771361823709282e-02
1 36 9.8223379936546781e-03 -1.7647868908672464e-02
